title,authors,abstract,authors_trans,sbstract_stans
"Authors:Zhiyang Tan, Piet W. Brouwer",Title:Operator Spreading in Random Unitary Circuits with Unitary-invariant Gate Distributions,"Abstract:Random unitary circuits have become a model system to investigate information scrambling in quantum systems. In the literature, mostly random circuits with Haar-distributed gate operations have been considered. In this work, we investigate operator spreading in random unitary circuits in which the elementary gate operations are drawn from general unitary-invariant ensembles, which include the well-studied Haar-distributed random unitary circuits as a special case. Similar to the Haar-distributed case, the long-time behavior of operator spreading with the more general unitary-invariant gate distribution is governed by drift-diffusion equations characterized by the butterfly velocity $v_{\rm B}$ and a diffusion constant $\mathcal{D}$. Differences with the Haar-random case are (i) that it takes a finite time $\tau_{\rm b}$ until ensemble-averaged Pauli-string weights take a ``binary'' form, in which they depend only on whether Pauli operators inside the support of the Pauli strong are equal to the identity matrix, and (ii) that the operator spreading is characterized by a finite ``domain-wall width'' $n_{\rm DW}$ separating regions with a random-matrix-like Pauli-string distribution. To illustrate these findings, we perform explicit calculations for random unitary circuits distributed according to the Poisson kernel, which interpolates between the trivial and Haar-distributed circuits.    ",タイトル：単位不変のゲート分布を備えたランダムな単一回路に広がるオペレーター,要約：ランダムユニタリ回路は、量子システムでスクランブルをスクランブルする情報を調査するためのモデルシステムになりました。文献では、HAAR分散型ゲート操作を伴うほとんどがランダムな回路が考慮されています。この作業では、特別なケースとしてよく研究されたhaar-distribuentedランダムな単一回路を含む、一般的な統一不調和なアンサンブルから描かれている初等ゲートの操作が描かれているランダムな単一回路に広がるオペレーターを調査します。HAAR分散の場合と同様に、より一般的な統合不変のゲート分布で広がる演算子の長年の挙動は、蝶の速度$ v _ {\ rm b} $と拡散定数$を特徴とするドリフト拡散方程式によって支配されます。\ mathcal {d} $。ハールランダムの場合との違いは、（i）アンサンブル平均されたパウリストリングウェイトが「バイナリ」形式をとるまで、有限時間$ \ tau _ {\ rm b} $を要するということです。パウリストロングのサポート内のパウリオペレーターは、アイデンティティマトリックスに等しく、（ii）オペレーターの拡散が有限の「ドメインウォール幅」 '$ n _ {\ rm dw} $分離領域がランダムで特徴付けられること-matrix-like pauli-string分布。これらの発見を説明するために、ポアソンカーネルに従って分布したランダムな単一回路の明示的な計算を実行します。
Authors:Carlo Heissenberg,Title:Radiation-Reaction and Angular Momentum Loss at $\mathcal{O}(G^4)$,"Abstract:We point out that the contribution to the $\mathcal{O}(G^4)$ angular momentum loss for two-body scattering involving two radiation modes, $J_\text{2rad}$, is determined by the radiation-reaction contribution to the one-loop waveform. The latter is proportional to the tree-level one, and this reduces the calculation of $J_\text{2rad}$ to cut two-loop integrals. We exploit this simplification, which follows from unitarity, to obtain a closed-form expression for $J_\text{2rad}$ for generic velocities, which resums all fractional post-Newtonian (PN) corrections to the $\mathcal{O}(G^4)$ angular momentum loss starting at 1.5PN.    ",タイトル：$ \ mathcal {o}（g^4）$での放射線反応と角運動量損失,要約：$ \ mathcal {o}（g^4）$ 2つの放射モード、$ j_ \ text {2rad} $を含む2体散乱のand角運動量損失への寄与は、放射によって決定されることを指摘します。1ループ波形への反応寄与。後者はツリーレベルのものに比例します。これにより、$ j_ \ text {2rad} $の計算が削減され、2ループ積分が削減されます。統一性から続くこの単純化を活用して、$ j_ \ text {2rad} $の閉じた式式を取得します。これは、$ \ mathcal {o}（G^4）$角度運動量損失は、1.5pnから始まります。
Authors:Nicola Bamonti,Title:Re(l)ality: The View From Nowhere vs. The View From Everywhere,"Abstract:Using the fiber bundle framework, this work investigates the conceptual and mathematical foundations of reference frames in General Relativity by contrasting two paradigms. The View from Nowhere interprets frame representations as perspectives on an invariant equivalence class, while the View from Everywhere posits each frame representation as constituting reality itself. TWhat emerges is a conception of reality that I term ""Relality"". The paper critically examines the philosophical and practical implications of these views, with a focus on reconciling theory with experimental practice. Central to the discussion is the challenge of providing a perspicuous characterisation of ontology. The View from Nowhere aligns with the so-called sophisticated approach on symmetries and it complicates the empirical grounding of theoretical constructs. In contrast, the View from Everywhere offers a relational ontology that avoids the abstraction of equivalence classes.    ",タイトル：Re（L）Ality：どこからでも見解とどこからでも眺め,要約：ファイバーバンドルフレームワークを使用して、この作業では、2つのパラダイムを対比することにより、一般相対性理論の基準フレームの概念的および数学的基盤を調査します。どこからでも見解は、フレーム表現を不変の等価クラスの視点として解釈しますが、どこからでもビューは各フレーム表現を現実そのものを構成するものと仮定しています。Twhat Emergesは、私が「正反対」と呼ぶ現実の概念です。この論文は、これらの見解の哲学的および実際的な意味を批判的に調べ、実験との和解に焦点を当てています。議論の中心は、オントロジーの鋭い特徴を提供するという課題です。どこからでも見解は、対称性上のいわゆる洗練されたアプローチと一致し、理論構造の経験的根拠を複雑にします。対照的に、どこからでもビューは、同等のクラスの抽象化を回避するリレーショナルオントロジーを提供します。
"Authors:Vladyslav Bohun, Illia Lukin, Mykola Luhanko, Georgios Korpas, Philippe J.S. De Brouwer, Mykola Maksymenko, Maciej Koch-Janusz",Title:Scalable and shallow quantum circuits encoding probability distributions informed by asymptotic entanglement analysis,"Abstract:Encoding classical data in a quantum state is a key prerequisite of many quantum algorithms. Recently matrix product state (MPS) methods emerged as the most promising approach for constructing shallow quantum circuits approximating input functions, including probability distributions, with only linear number of gates. We derive rigorous asymptotic expansions for the decay of entanglement across bonds in the MPS representation depending on the smoothness of the input function, real or complex. We also consider the dependence of the entanglement on localization properties and function support. Based on these analytical results we construct an improved MPS-based algorithm yielding shallow and accurate encoding quantum circuits. By using Tensor Cross Interpolation we are able to construct utility-scale quantum circuits in a compute- and memory-efficient way. We validate our methods on heavy-tailed distributions important in finance, including on Lévy distributions. We test the performance of the resulting quantum circuits by executing and sampling from them on IBM quantum devices, for up to 64 qubits.    ",タイトル：漸近エンタングルメント分析によって通知される確率分布をエンコードするスケーラブルで浅い量子回路,要約：量子状態での古典的なデータのエンコードは、多くの量子アルゴリズムの重要な前提条件です。最近、マトリックス製品状態（MPS）メソッドは、線形数のゲートのみを含む確率分布を含む入力関数を近似する浅い量子回路を構築するための最も有望なアプローチとして浮上しました。入力関数の滑らかさ、実際または複合体の滑らかさに応じて、MPS表現の結合全体にわたる絡み合いの減衰のための厳密な漸近拡張を導き出します。また、エンタングルメントがローカリゼーションの特性と機能サポートに依存していることも考慮します。これらの分析結果に基づいて、浅く正確な量子回路を生成する改善されたMPSベースのアルゴリズムを構築します。テンソルクロス補間を使用することにより、ユーティリティスケールの量子回路を計算およびメモリ効率の高い方法で構築できます。Lévy分布を含め、金融において重要な尾のある分布に関する方法を検証します。結果として得られた量子回路のパフォーマンスを、最大64キュビットのIBM量子デバイスでそれらからサンプリングしてサンプリングします。
"Authors:H.P. Zhang, Z. Song",Title:Formations of generalized Wannier-Stark ladders: Theorem and applications,"Abstract:The Wannier-Stark ladder (WSL) is a basic concept, supporting periodic oscillation, widely used in many areas of physics. In this paper, we investigate the formations of WSL in generalized systems, including strongly correlated and non-Hermitian systems. We present a theorem on the existence of WSL for a set of general systems that are translationally symmetric before the addition of a linear potential. For a non-Hermitian system, the WSL becomes complex but maintains a real energy level spacing. We illustrate the theorem using 1D extended Bose-Hubbard models with both real and imaginary hopping strengths. It is shown that the Bloch-Zener oscillations of correlated bosons are particularly remarkable under resonant conditions. Numerical simulations for cases with boson numbers $n=2$, $3$, and $4$ are presented. Analytical and numerical results for the time evolution of the $n$-boson-occupied initial state indicate that all evolved states exhibit quasi periodic oscillations, but with different profiles, depending on the Hermiticity and interaction strength.    ",タイトル：一般化されたワニエスタークはしごの形成：定理とアプリケーション,要約：Wannier-Starkはしご（WSL）は基本的な概念であり、物理学の多くの分野で広く使用されている周期振動をサポートしています。このホワイトペーパーでは、強く相関したシステムや非ヘルミティアシステムを含む一般化されたシステムでのWSLの形成を調査します。線形電位を追加する前に翻訳的に対称的な一連の一般的なシステムのWSLの存在に関する定理を提示します。非ヘルミティアシステムの場合、WSLは複雑になりますが、実際のエネルギーレベルの間隔を維持します。1D拡張ボーズハバードモデルを使用して、実数と想像上のホッピング強度の両方を使用して定理を説明します。相関ボソンのブロックゼナー振動は、共鳴条件下で特に顕著であることが示されています。ボソン番号のケースの数値シミュレーション$ n = 2 $、$ 3 $、および$ 4 $が表示されます。$ n $ n $ -bosonが占有されている初期状態の時間進化の分析的および数値的結果は、すべての進化した状態がクォーシ周期振動を示すことを示していますが、脱と相互作用の強度に応じて、異なるプロファイルを示しています。
"Authors:Xuan Wang, Wenbin Lin, Bo Yang, Guansheng He",Title:Gravitational deflection of light in polar-axis plane of a moving Kerr-Newman black hole,"Abstract:The gravitational deflection of light signals restricted in the polar-axis plane of a moving Kerr-Newman (KN) black hole with a constant velocity along the polar axis is studied within the second post-Minkowskian (PM) approximation. For this purpose, the Lorentz boosting technique is adopted to obtain the exact metric of a moving KN black hole with an arbitrary constant velocity in Kerr-Schild coordinates for the first time. Based on the weak field limit of the exact metric, we then derive the equations of motion of test particles constrained in the polar-axis plane of a moving KN source whose velocity is along the polar axis and collinear with its angular momentum. An iterative technique is utilized subsequently in the calculations of the null deflection angle up to the 2PM order caused by the moving lens, and this deflection angle is found to be spin-independent. Finally, we discuss the influence of the motion of the lens on the gravitational deflection and estimate the possibility to detect this kinematical effect. Our work might be helpful for future astronomical observations.    ",タイトル：動くカー - ニューマンブラックホールの極性軸面における光の重力偏向,要約：極軸に沿って一定の速度を持つ動いているカー - ニューマン（KN）ブラックホールの極軸面で制限された光信号の重力偏向は、2番目のミンコフスキー（PM）近似内で研究されます。この目的のために、ローレンツブースト技術が採用され、カーシルド座標の任意の一定の速度が初めて動くknブラックホールの正確なメトリックを取得します。正確なメトリックの弱い磁場の制限に基づいて、極軸に沿って角の運動量と共線に速度がある移動kN源の極軸面に制約される試験粒子の運動方程式を導き出します。その後、動いているレンズによって引き起こされる午後2時までのヌルのたわみ角の計算で、反復手法が利用され、この偏向角はスピンに依存しないことがわかります。最後に、重力のたわみに対するレンズの動きの影響について議論し、この運動的効果を検出する可能性を推定します。私たちの仕事は、将来の天文学的な観察に役立つかもしれません。
"Authors:Fabio Bersano, Michele Aldeghi, Niccolò Martinolli, Victor Boureau, Thibault Aboud, Michele Ghini, Pasquale Scarlino, Gian Salis, Adrian Mihai Ionescu",Title:Integration of Cobalt Ferromagnetic Control Gates for Electrical and Magnetic Manipulation of Semiconductor Quantum Dots,"Abstract:The rise of electron spin qubit architectures for quantum computing processors has led to a strong interest in designing and integrating ferromagnets to induce stray magnetic fields for electron dipole spin resonance (EDSR). The integration of nanomagnets imposes however strict layout and processing constraints, challenging the arrangement of different gating layers and the control of neighboring qubit frequencies. This work reports a successful integration of nano-sized cobalt control gates into a multi-gate FD-SOI nanowire with nanometer-scale dot-to-magnet pitch, simultaneously exploiting electrical and ferromagnetic properties of the gate stack at nanoscale. The electrical characterization of the multi-gate nanowire exhibits full field effect functionality of all ferromagnetic gates from room temperature to 10 mK, proving quantum dot formation when ferromagnets are operated as barrier gates. The front-end-of-line (FEOL) compatible integration of cobalt is examined by energy dispersive X-ray spectroscopy and high/low frequency capacitance characterization, confirming the quality of interfaces and control over material diffusion. Insights into the magnetic properties of thin films and patterned control-gates are provided by vibrating sample magnetometry and electron holography measurements. Micromagnetic simulations anticipate that this structure fulfills the requirements for EDSR driving for magnetic fields higher than 1 T, where a homogeneous magnetization along the hard magnetic axis of the Co gates is expected. The FDSOI architecture showcased in this study provides a scalable alternative to micromagnets deposited in the back-end-of-line (BEOL) and middle-of-line (MOL) processes, while bringing technological insights for the FEOL-compatible integration of Co nanostructures in spin qubit devices.    ",タイトル：半導体量子ドットの電気的および磁気操作のためのコバルト強磁性対照ゲートの統合,要約：量子コンピューティングプロセッサの電子スピンQubitアーキテクチャの上昇により、強磁性を設計および統合して、電子双極子スピン共鳴（EDSR）に格子磁場を誘導することに強い関心が寄せられています。ナノ磁石の統合は、しかし、厳格なレイアウトと処理の制約を課し、異なるゲーティング層の配置と隣接するキクビット周波数の制御に挑戦します。この作業は、ナノスケールからマグネットへのピッチを使用して、ナノサイズのコバルト制御ゲートとナノスケールのドットからマグネットへのピッチを備えたマルチゲートFD-SOIナノワイヤへの統合が成功したことを報告しています。マルチゲートナノワイヤの電気的特性評価は、室温から10 MKまでのすべての強磁性ゲートの完全なフィールド効果機能を示し、強磁性がバリアゲートとして動作するときに量子ドット形成を証明します。コバルトのフロントエンド（FEOL）互換性のある統合は、エネルギー分散型X線分光法と高/低周波容量の特性評価によって調べられ、界面の品質と材料拡散の制御を確認します。薄膜とパターン化された制御ゲートの磁気特性に関する洞察は、サンプル磁力測定と電子ホログラフィ測定を振動させることによって提供されます。マイクロ磁気シミュレーションは、この構造が1 Tを超える磁場の駆動の要件を満たすことを予測しています。そこでは、COゲートの硬磁性軸に沿った均一な磁化が予想されます。この研究で紹介されているFDSOIアーキテクチャは、バックエンドのライン（BEOL）およびミドルライン（MOL）プロセスに堆積したマイクロマグネットのスケーラブルな代替品を提供し、COナノ構造のFEOL互換統合のための技術的洞察をもたらします。スピンキットデバイスで。
"Authors:Claudia Fevola, Guilherme L. Pimentel, Anna-Laura Sattelberger, Tom Westerdijk",Title:Algebraic Approaches to Cosmological Integrals,"Abstract:Cosmological correlators encode statistical properties of the initial conditions of our universe. Mathematically, they can often be written as Mellin integrals of a certain rational function associated to graphs, namely the flat space wavefunction. The singularities of these cosmological integrals are parameterized by binary hyperplane arrangements. Using different algebraic tools, we shed light on the differential and difference equations satisfied by these integrals. Moreover, we study a multivariate version of partial fractioning of the flat space wavefunction, and propose a graph-based algorithm to compute this decomposition.    ",タイトル：宇宙積分への代数的アプローチ,要約：宇宙の相関者は、宇宙の初期条件の統計的特性をエンコードします。数学的には、グラフに関連付けられた特定の合理的な関数、つまりフラットスペース波動関数のメリン積分としてしばしば書くことができます。これらの宇宙積分の特異点は、バイナリのハイパープレーン配置によってパラメーター化されています。さまざまな代数ツールを使用して、これらの積分によって満たされた微分方程式と違いの方程式に光を当てました。さらに、フラットスペース波動関数の部分的な分画の多変量バージョンを研究し、この分解を計算するためにグラフベースのアルゴリズムを提案します。
"Authors:Ruben Daraban, Fabrizio Salas-Ramírez, Johannes Schachenmayer",Title:Non-unitarity maximizing unraveling of open quantum dynamics,"Abstract:The dynamics of many-body quantum states in open systems is commonly numerically simulated by unraveling the density matrix into pure-state trajectories. In this work, we introduce a new unraveling strategy that can adaptively minimize the averaged entanglement in the trajectory states. This enables a more efficient classical representation of trajectories using matrix product decompositions. Our new approach is denoted non-unitarity maximizing unraveling (NUMU). It relies on the idea that adaptively maximizing the averaged non-unitarity of a set of Kraus operators leads to a more efficient trajectory entanglement destruction. Compared to other adaptive entanglement lowering algorithms, NUMU is computationally inexpensive. We demonstrate its utility in large-scale simulations with random quantum circuits. NUMU lowers runtimes in practical calculations, and it also provides new insight on the question of classical simulability of quantum dynamics. We show that for the quantum circuits considered here, unraveling methods are much less efficient than full matrix product density operator simulations, hinting to a still large potential for finding more advanced adaptive unraveling schemes.    ",タイトル：オープン量子ダイナミクスの解明を最大化する非同一性,要約：オープンシステムにおける多体量子状態のダイナミクスは、一般に密度マトリックスを純粋な状態の軌跡に解き放つことによって数値的にシミュレートされます。この作業では、軌道状態の平均化された絡み合いを適応的に最小限に抑えることができる新しい解明戦略を紹介します。これにより、マトリックス積分解を使用して、より効率的な軌跡の古典的な表現が可能になります。私たちの新しいアプローチは、解明（numu）を最大化する非同一性を示しています。それは、一連のクラウスオペレーターの平均的な非統一性を適応的に最大化することが、より効率的な軌跡エンタングルメント破壊につながるという考えに依存しています。他の適応性エンタングルメント低下アルゴリズムと比較して、Numuは計算的に安価です。ランダム量子回路を使用した大規模なシミュレーションでその有用性を示します。Numuは実際の計算でランタイムを低下させ、量子動力学の古典的な模倣性の問題に関する新しい洞察も提供します。ここで考慮される量子回路では、解明方法が完全なマトリックス製品密度演算子シミュレーションよりもはるかに効率的であり、より高度な適応的な解明スキームを見つける可能性があることを示唆していることを示しています。
"Authors:Igor Poboiko, Paul Pöpperl, Igor V. Gornyi, Alexander D. Mirlin",Title:Measurement-induced transitions for interacting fermions,"Abstract:Effect of measurements on interacting fermionic systems with particle-number conservation, whose dynamics is governed by a time-independent Hamiltonian, is studied. We develop Keldysh field-theoretical framework that provides a unified approach to observables characterizing entanglement and charge fluctuations. Within this framework, we derive a replicated Keldysh non-linear sigma model (NLSM), which incorporates boundary conditions specifically designed to produce generating functions for charge cumulants and entanglement entropies directly in the NLSM language. By using the renormalization-group approach for the NLSM, we determine the phase diagram and the scaling of physical observables. Crucially, the interaction-induced terms in the NLSM action reduce its symmetry, which affects the physics of the problem in a dramatic way. First, this leads to the ""information-charge separation"": charge cumulants get decoupled from entanglement entropies. Second, the interaction stabilizes the volume-law phase for the entanglement. Third, for spatial dimensionality $d=1$, the interaction stabilizes the phase with logarithmic growth of charge cumulants (in the thermodynamic limit). Thus, in the presence of interaction, there are measurement transitions in any $d$, at variance with free fermions, for which a $d=1$ system is always in the area-law phase. Analytical results are supported by numerical simulations using time-dependent variational principles for matrix product states, which, in particular, confirm the separation of information and charge as a hallmark of the delocalized phase.    ",タイトル：相互作用するフェルミオンの測定誘導遷移,要約：時間に依存しないハミルトニアンによってダイナミクスが支配されている粒子数の保存と相互作用するフェルミオンシステムに対する測定の影響が研究されています。エンタングルメントと電荷の変動を特徴付ける観測可能性への統一されたアプローチを提供するケルディシュのフィールド理論的枠組みを開発します。このフレームワーク内で、NLSM言語で直接電荷累積および絡み合いエントロピーの生成関数を生成するように特別に設計された境界条件を組み込んだ、複製されたケルディシュ非線形Sigmaモデル（NLSM）を導き出します。NLSMの繰り込みグループアプローチを使用することにより、位相図と物理的観測可能性のスケーリングを決定します。重要なことに、NLSMアクションの相互作用誘発性の用語は、その対称性を低下させ、問題の物理学に劇的な方法で影響します。まず、これは「情報充電分離」につながります。充電累積係数は、エンタングルメントエントロピーから切り離されます。第二に、相互作用により、エンタングルメントの体積法フェーズが安定します。第三に、空間次元$ d = 1 $の場合、相互作用は、充電累積の対数成長（熱力学的制限）で位相を安定させます。したがって、相互作用の存在下では、$ d $の測定遷移があり、自由フェルミオンとは異なります。$ d = 1 $システムは常にエリアローフェーズにあります。分析結果は、マトリックス産物状態の時間依存的変動原理を使用した数値シミュレーションによってサポートされています。これにより、特に、非局在化相の特徴としての情報と充電の分離が確認されます。
"Authors:Smik Patel, Aritra Sankar Brahmachari, Joshua T. Cantin, Linjun Wang, Artur F. Izmaylov",Title:Global Minimization of Electronic Hamiltonian 1-Norm via Linear Programming in the Block Invariant Symmetry Shift (BLISS) Method,"Abstract:The cost of encoding a system Hamiltonian in a digital quantum computer as a linear combination of unitaries (LCU) grows with the 1-norm of the LCU expansion. The Block Invariant Symmetry Shift (BLISS) technique reduces this 1-norm by modifying the Hamiltonian action on only the undesired electron-number subspaces. Previously, BLISS required a computationally expensive nonlinear optimization that was not guaranteed to find the global minimum. Here, we introduce various reformulations of this optimization as a linear programming problem, which guarantees optimality and significantly reduces the computational cost. We apply BLISS to industrially-relevant homogeneous catalysts in active spaces of up to 76 orbitals, finding substantial reductions in both the spectral range of the modified Hamiltonian and the 1-norms of Pauli and fermionic LCUs. Our linear programming techniques for obtaining the BLISS operator enable more efficient Hamiltonian simulation and, by reducing the Hamiltonian's spectral range, offer opportunities for improved LCU groupings to further reduce the 1-norm.    ",タイトル：ブロック不変対称シフト（Bliss）メソッドの線形プログラミングを介した電子ハミルトニアン1-ノームのグローバル最小化,要約：デジタル量子コンピューターでシステムをエンコードするコストは、統合（LCU）の線形組み合わせとして、LCU拡張の1ノームとともに成長します。ブロック不変対称シフト（至福）技術は、望ましくない電子番号サブスペースのみでハミルトニアン作用を変更することにより、この1-ノームを減らします。以前は、Blissには、グローバルな最小値を見つけることが保証されていない計算上の高価な非線形最適化が必要でした。ここでは、この最適化のさまざまな再定式化を線形プログラミングの問題として導入します。これにより、最適性が保証され、計算コストが大幅に削減されます。私たちは、最大76の軌道の活性空間にある産業的に関連する均質触媒に至福を適用し、修正されたハミルトニアンのスペクトル範囲とパウリとフェルミオンLCUの1ノームの両方で大幅な削減を見つけます。Bliss演算子を取得するための線形プログラミング技術により、より効率的なハミルトニアンシミュレーションが可能になり、ハミルトニアンのスペクトル範囲を縮小することにより、LCUグループを改善して1ノームをさらに減らす機会を提供します。
"Authors:Yu Wang, Maxine Luo, Christian B. Mendl",Title:Enhanced Krylov Methods for Molecular Hamiltonians: Reduced Memory Cost and Complexity Scaling via Tensor Hypercontraction,"Abstract:We present a matrix product operator (MPO) construction based on the tensor hypercontraction (THC) format for ab initio molecular Hamiltonians. Such an MPO construction dramatically lowers the memory requirement and cost scaling of Krylov subspace methods. These can find low-lying eigenstates while avoiding local minima and simulate quantum time evolution with high accuracy. In our approach, the molecular Hamiltonian is represented as a sum of products of four MPOs, each with a bond dimension of only $2$. Iteratively applying the MPOs to the current quantum state in matrix product state (MPS) form, summing and re-compressing the MPS leads to a scheme with the same asymptotic memory cost as the bare MPS and reduces the computational cost scaling compared to the Krylov method based on a conventional MPO construction. We provide a detailed theoretical derivation of these statements and conduct supporting numerical experiments to demonstrate the advantage. We also propose that our method is compatible with parallel computing, which is essential for calculating large-size systems.    ",タイトル：分子ハミルトニアンの強化されたKrylovメソッド：テンソルハイパーコントラクションによるメモリコストと複雑さのスケーリングの削減,要約：AB Initio分子ハミルトニアンのテンソルハイパーコンテスト（THC）形式に基づいたマトリックス製品演算子（MPO）構造を提示します。このようなMPO構造は、Krylovサブスペース法のメモリ要件とコストスケーリングを劇的に低下させます。これらは、局所的な最小値を避けながら、低地の固有状態を見つけることができ、高精度で量子時間の進化をシミュレートします。私たちのアプローチでは、分子ハミルトニアンは4つのMPOの積の合計として表され、それぞれがわずか2ドルの結合寸法を持っています。MPOをマトリックス製品状態（MPS）フォームの現在の量子状態に繰り返し適用し、MPSを合計および再圧縮することは、裸のMPSと同じ漸近記憶コストでスキームにつながり、Krylovメソッドと比較して計算コストのスケーリングを削減します。従来のMPO構造に基づいています。これらのステートメントの詳細な理論的導出を提供し、利点を実証するために数値実験を支持する実施を実施します。また、私たちの方法は、大規模システムの計算に不可欠な並列コンピューティングと互換性があることを提案します。
"Authors:Robert Dickinson, Jeff Forshaw, Ross Jenkinson, Peter Millington",Title:A new study of the Unruh effect,"Abstract:We revisit the Unruh effect within a general framework based on direct, probability-level calculations. We rederive the transition rate of a uniformly accelerating Unruh-DeWitt monopole detector coupled to a massive scalar field, from both the perspective of an inertial (Minkowski) observer and an accelerating (Rindler) observer. We show that, for a measurement at a finite time after the initial state is prepared, the two perspectives give the same transition rate. We confirm that an inertial detector in a thermal bath of Minkowski particles responds differently to the accelerated detector (which perceives a thermal bath of Rindler particles), except in the case of a massless field where there is agreement at all times. Finally, new numerical results for the transition rate are presented and explained, highlighting the transient effects caused by forcing the field to initially be in the Minkowski vacuum state.    ",タイトル：Unruh効果の新しい研究,要約：直接的な確率レベルの計算に基づいて、一般的なフレームワーク内でUnruh効果を再検討します。慣性（Minkowski）オブザーバーと加速（リンドラー）オブザーバーの両方の観点から、大規模なスカラーフィールドに結合された、均一に加速されるUnruh-Dewittモノポール検出器の遷移率を再生します。初期状態が準備された後、有限時に測定すると、2つの視点が同じ遷移率を与えることを示します。ミンコフスキー粒子の熱浴の慣性検出器は、常に一致している質量のないフィールドの場合を除き、加速検出器（リンドラー粒子の熱浴を知覚）に異なる反応をすることを確認します。最後に、遷移速度の新しい数値結果が提示され、説明されており、フィールドを最初にMinkowski真空状態にすることによって引き起こされる一時的な効果を強調しています。
"Authors:Paul C. A. Hagen, Mathieu Bozzio, Moritz Cygorek, Doris E. Reiter, Vollrath M. Axt",Title:Photon Number Coherence in Quantum Dot-Cavity Systems can be Enhanced by Phonons,"Abstract:Semiconductor quantum dots are a versatile source of single photons with tunable properties to be used in quantum-cryptographic applications. A crucial figure of merit of the emitted photons is photon number coherence (PNC), which impacts the security of many quantum communication protocols. In the process of single-photon generation, the quantum dot as a solid-state object is subject to an interaction with phonons, which can therefore indirectly affect the PNC. In this paper, we elaborate on the origin of PNC in optically excited quantum dots and how it is affected by phonons. In contrast to the expectation that phonons always deteriorate coherence, PNC can be increased in a quantum dot-cavity system due to the electron-phonon interaction.    ",タイトル：量子ドットキャビティシステムの光子番号コヒーレンスは、フォノンによって強化できます,要約：半導体量子ドットは、量子結晶アプリケーションで使用される調整可能な特性を備えた単一光子の多用途のソースです。放出された光子のメリットの重要な数字は、光子数コヒーレンス（PNC）であり、多くの量子通信プロトコルのセキュリティに影響を与えます。単一光子生成の過程で、固体オブジェクトとしての量子ドットは、フォノンとの相互作用の対象となり、したがってPNCに間接的に影響を与える可能性があります。この論文では、光学的に励起された量子ドットのPNCの起源と、それがフォノンの影響を受ける方法について詳しく説明します。フォノンが常に一貫性を悪化させるという期待とは対照的に、電子とフォノンの相互作用により、量子ドットキャビティシステムでPNCを増やすことができます。
"Authors:Chandan Mahto, Anil Shaji",Title:Flow of non-classical correlations in cluster states due to projective measurements,"Abstract:We explore the flow of quantum correlations in cluster states defined on ladder type graphs as measurements are done on qubits located on the nodes of the cluster. We focus on three qubits at the end of the ladder and compute the non-classical correlations between two of the three qubits as measurements are done on the remaining qubits. We compute both the entanglement between the two qubits as well as the quantum discord between them after the measurements. We see that after all but three qubits are measured, the non-classical correlations developed between two of them show a trend of being stronger with the length of the ladder. It is also seen that measurements on to the basis states of operators belonging to the Clifford group do not produce such correlations or entanglement. The non-classical correlations produced depend only on the number, location and nature of preceding non-Clifford measurements. Our results not only throw light on the dynamics of quantum correlations while an algorithm proceeds step-by-step in the Measurement-based Based Quantum Computing (MBQC) model but it also reveals how the last two qubits, treated as an open quantum system, can have increasing entanglement or other non-classical correlations as its immediate environment is interrogated through random measurements.    ",タイトル：射影測定によるクラスター状態の非古典的相関の流れ,要約：測定がクラスターのノードにあるQUBITSで測定が行われると、はしご型グラフで定義されたクラスター状態の量子相関の流れを調査します。はしごの端にある3つのキュービットに焦点を当て、残りのキュービットで測定が行われるため、3つのキュービットのうち2つの間の非古典的な相関関係を計算します。測定後の2つのキュービット間の絡み合いと、それらの間の量子不一致の両方を計算します。結局、3つのキュビットを除くと、2つの間に発生した非古典的な相関が、はしごの長さとともに強くなる傾向を示していることがわかります。また、クリフォードグループに属するオペレーターの基礎状態の測定は、そのような相関または絡み合いを生成しないことも見られます。生成される非古典的な相関は、先行する非クライフォード測定の数、場所、性質のみに依存します。私たちの結果は、測定ベースの量子コンピューティング（MBQC）モデルでアルゴリズムが段階的に進む一方で、量子相関のダイナミクスに光を投げるだけでなく、オープンな量子システムとして扱われる最後の2つのキビットがどのように扱われるかを明らかにします。その直接的な環境がランダム測定によって尋問されるため、絡み合いやその他の非古典的な相関が増加する可能性があります。
